Date / Time	City	State	Shape	Duration	Summary	Posted
11/07/2014 21:00:00	Ahmedabad (India)		Circle	10 minutes	Dear team I had observed an UFO activity near my place yesterday. Lights  were blinking of this object. For more than 10 minutes this ob	11/14/14
11/07/2014 21:00:00	Honolulu	HI	Light	6-8 seconds	In Waikiki, two separate bright green lights 100 feet off ground, moving at  great speed toward ground.	11/14/14
11/07/2014 20:30:00	Hobbs	NM	Changing	15 seconds	Triangle shaped blinking red lights moving slowly in the northern sky.	11/21/14
11/07/2014 20:00:00	Palm City	FL	Fireball	2 seconds	White lights zipping through NE sky seen in Stuart, Florida.	11/14/14
11/07/2014 19:45:00	Jamestown	OH	Light	30-45 seconds?	Orange lights blinking in and out.	11/14/14
11/07/2014 19:15:00	Portland	OR	Formation	~10 minutes	Light formations in Portland sky.	11/14/14
11/07/2014 19:00:00	Falls Church	VA	Other	6 seconds	((HOAX??)) I saw something in the bushes I thought it was nothing. I got  para luzed and saw it and now is invisible	1/07/2015
11/07/2014 18:18:00	Albuquerque	NM	Fireball	Brief	Green fireball streaking across sky in Albuquerque, NM.	11/14/14
11/07/2014 18:00:00	Griggsville	IL	Light	10 seconds	Row of amber lights in the sky.	11/14/14
11/07/2014 17:25:00	Macomb	IL	Light	15 minutes	There were two lights that appeared one right after the other, than jets  were in the air and a formation of lights was spotted.	11/14/14
11/07/2014 17:00:00	Carneys Point	NJ	Disk	5 minutes	I saw 3 disk/saucer type objects flying erratic around one another for  about 5 minutes and then ascended into the atmosphere.	11/21/14
11/07/2014 17:00:00	Avon	IL	Sphere	15 minutes	Large white circles in a straight row over Avon Illinois.	11/14/14
11/07/2014 16:45:00	Grand Junction	CO	Circle	20 minutes	((HOAX??)) Round flying giant lights over mesa veiwed from gj and 1 glowing  massive ship above the resta legitimate sighting.	12/12/2014
11/07/2014 16:30:00	Puyallup/South Hill	WA	Disk	5 minutes	Looked as if it were floating and spinning as it turned one side of it had  a row of white lights was moving tward Mt. Rainier. After it	11/14/14
11/07/2014 7:40:00	Fort Wayne	IN	Disk	2 minutes	It was a saucer moving faster than anything I have ever seen, for a few  moments and then it went straight up in the air and vanished.	11/14/14
11/07/2014 5:25:00	Wade	NC	Light	1-2 hours	Strange dancing, multidirectional light in the sky	11/14/14
11/07/2014 4:53:00	Hickory	NC	Fireball	10-15 seconds	A very bright orb caught my eye descending roughly thirty degrees from the  horizon. For the first second and a half, the orb was teardr	11/14/14
11/07/2014 2:00:00	New Port Richey	FL	Light	4 minutes	I went out and looked up in night sky saw light traveling up and up then  faster than was gone.	11/21/14
11/06/2014 22:30:00	Needles	CA	Fireball	4 seconds	Unknown falling object in Needles, CA.	11/14/14
11/06/2014 21:00:00	Onalaska	WI	Circle		UFO sighting in Onalaska, WI.	11/14/14
11/06/2014 20:30:00	Boulder City	NV	Oval	2 hours	From Boulder City looking southwest toward the McCullough mountain range  which would be close to Jean NV I saw a oval white light hover	11/14/14
11/06/2014 20:30:00	Wheat Ridge	CO	Other	Hour	I was out on my balcony smoking cigarette when I saw a green illuminating  light keep flashing at first I thought it was one of those bi	11/14/14
11/06/2014 20:00:00	Quapaw	OK	Oval	5 minutes	While driving home tonight we saw a super bright white light with blinking  blue and reddish lights moving in different directions above	11/14/14
11/06/2014 19:55:00	Lula	GA	Light	2 minutes	Bright Round Light floating through Trees in Lula Georgia.	11/14/14
11/06/2014 19:45:00	Buckeye	AZ	Circle		Circular shaped craft hovering about municipal complex. Multiple vehicles  on the road slowed down to view the craft. Hovered silently i	11/14/14
11/06/2014 19:00:00	Edgerton	WI	Cigar	45 seconds	I saw a line of green lights, 5 in total, slowly crossing the sky with the  light toward the rear having a flashing red light next to it	11/14/14
11/06/2014 19:00:00	Greendale	AL	Sphere	5 seconds	Two objects flew across the sky from south to north close together they  were jade in color my wife saw them while driving.	11/14/14
11/06/2014 19:00:00	Sulphur	LA	Sphere	5 seconds	A friend and I were returning from Lake Charles, Louisiana, to Sulphur when  I spotted a green sphere falling from the sky doubted mys	11/14/14
11/06/2014 18:00:00	Phenix City	AL	Other	30 seconds	At around 18:00 or 18:30 hrs. on November 6, 2014, my friend and I  witnessed a disc like oval craft traveling SE over Phenix City.	11/14/14
11/06/2014 11:59:00	Greensboro	NC	Circle	8 minutes	Witnessed three round craft lights around each craft, flight pattern at  first slow almost stationary 5 minutes then left quickly.	11/14/14
11/06/2014 11:30:00	Lafayette	CO	Unknown	2 minutes	Object in distance darted in straight line, disappeared, showed up in new  location and darted in another line, ~10 times	11/14/14
11/05/2014 22:00:00	Antrim Township	MI	Triangle	5 minutes	Triangle object slowly traveling east.	11/06/2014
11/05/2014 21:00:00	Minot	ND	Formation	30	Lights Form Triangle Shape In Minot, ND.	11/06/2014
11/05/2014 20:50:00	Dearborn	MI	Triangle	:10	Object with red solid lights and blinking green flying and hovering  overhead - faint 'whirring' sound	11/14/14
11/05/2014 20:00:00	McFarland	WI	Rectangle	5 minutes	Normal looking aircraft behind to larger rectangular aircraft with white  lights. Traveling Northeast between McFa.	11/14/14
11/05/2014 20:00:00	Marlborough	MA	Sphere	8 minutes	Round orange objects floating across sky and disappearing one by one.	11/06/2014
11/05/2014 20:00:00	Tampa	FL	Fireball	2 minutes	It was 8:00 pm as a family member proceeded to call out my name with a bit  of wary, it wasnt till i stepped out my house and looked up	11/06/2014
11/05/2014 19:00:00	Holmes	NY	Triangle	1 minute	2 hovering bright red lights, suddenly more lights illuminated in two  triangle shapes.	11/06/2014
11/05/2014 18:40:00	Peoria	AZ	Circle	<1 minute	I saw a UFO, then, it disappeared!	11/06/2014
11/05/2014 18:38:00	Chino Hills	CA	Fireball	1 minute	Small fire orange fireball…	11/06/2014
11/05/2014 18:12:00	Manassas	VA	Light	2 minutes	Single bright green light seen from my car over sudley rd near i66 in  Manassas. Moved forward, then stopped and hovered before continu	11/06/2014
11/05/2014 15:00:00	Anderson	CA	Oval	5 minutes	I saw a whole fleet of white and beautiful UFO orbs. There was one other  witness. I summoned them.	11/06/2014
11/05/2014 14:00:00	Flagstaff	AZ	Cigar	5 minutes	Silver Cigar shaped UFO near Mt. Elden.	11/06/2014
11/05/2014 8:30:00	Littleton (outside of)	CO	Circle	2 minutes	I saw a whight object moving above my school at very high speeds.	11/14/14
11/05/2014 7:30:00	Artesia	NM	Cylinder	15 seconds	Was driving to Carlsbad across the highway from Brantley lake hovering  above the hill was a metallic cylinder was stationary above a ac	11/06/2014
11/05/2014 4:50:00	San Tan Valley	AZ	Oval	20 minutes	Single oval object blinking red and white light. Making loops over the  Arizona desert near Coolidge, AZ	11/06/2014
11/05/2014 2:50:00	Hometown	IL	Circle	15-20 seconds	Round object with a set of very dim red lights on it. Moved from West to  East.	11/06/2014
11/05/2014 2:45:00	Zachary	LA	Triangle	10 minutes	5 perfectly Sequential Yellowish Flashing Lights in a Large Triangle with  Loud Rumbling Sound Moving in Unison to Northwest in Baton Ro	11/06/2014
11/05/2014 2:45:00	Woburn	MA	Circle	30 minutes	Bright light over tree with very loud electrical hum.	11/06/2014
11/04/2014 0:00:00	Denver	CO	Oval	5 minutes	I was standing at the top of the parking garage next to Whole Foods on 2nd  Ave in Cherry Creek. I was admiring the alpen glow looking.	11/06/2014
11/04/2014 23:45:00	Urbandale	IA	Triangle	2 seconds	Light-weight triangle with organized lights flys low altitude over  Urbandale, IA.	11/06/2014
11/04/2014 23:00:00	Hampton	VA	Rectangle	1:00	It was in a rectangular shape with a row of of big yellowish lights. I  noticed when the car i was in stopped the object wasn't moving,i	11/06/2014
11/04/2014 23:00:00	Hampton	VA	Rectangle		A rectangle shape with a row of lights inside. I thought it was a plane at  first but when the car i was in stopped the object wasn't mo	11/06/2014
11/04/2014 22:20:00	Tarrytown	NY	Disk	3 seconds	Saw out window. Flashing red lights, huge and low to ground, disk shaped.	11/06/2014
11/04/2014 20:45:00	Littleton	CO	Chevron	10 seconds	Large "V" shaped craft completely dark. No lights or sounds at all	11/06/2014
11/04/2014 20:00:00	Rohnert Park	CA	Light	3 minutes	8 floating lights.	11/06/2014
11/04/2014 17:45:00	Locust Grove	GA	Light	30 seconds	Three lights, one object, hovering on the northern horizon.	11/06/2014
11/04/2014 16:26:00	Pelham	MA	Diamond	5 minutes	Diamond shaped object near the Quabbin in Pelham.	11/06/2014
11/04/2014 15:00:00	Tarzana	CA	Oval	7 minutes	Looked like an aluminum stadium like a blimp that was light up and just  hovered then vanished	11/06/2014
11/04/2014 0:20:00	Gonzalas	LA	Triangle	20 minutes	Black triangular with white light in center seen hovering above trees while  driving home	11/06/2014
11/04/2014 0:00:00	Humble	TX	Rectangle	1 minutes	AMBER SQUARE OBJECT, HIGH IN ATMOSPHERE, MOVING NW TO SE (1-MIN)	11/26/14
11/03/2014 23:45:00	Ashburnham	MA	Sphere	1 hour	1 turned into 3 pulsating orbs of light, red, blue, green and whitish in  color disappeared after use of flashlight in sky	11/06/2014
11/03/2014 23:10:00	Aberdeen	MD	Unknown	2 seconds	During the course of this evening(11/03/14), I heard several sky based  booms, the final one was a bit unnerving. At approx. 2310hrs in	11/06/2014
11/03/2014 21:30:00	Wilmington	NC	Circle	5 minutes	Orange ball of fire moving slowing 200 feet above the ground.	11/06/2014
11/03/2014 21:25:00	Johnson City	NY	Rectangle	5-10 minutes	Witnessed a large object hovering above and then moving away from a power  line tower, with lights and no sound.	11/06/2014
11/03/2014 20:10:00	Naples	FL	Oval	6 minutes	Reddish orange lights that wobbled and change direction as they ascended  away	11/06/2014
11/03/2014 20:00:00	East Stroudsburg	PA	Disk	25 seconds	I thought it was an airplane but what made me realize it wasn't was because  their was two objects one was moving way faster than the ot	11/06/2014
11/03/2014 20:00:00	Canyon Lake	CA	Fireball	5 minutes	Walked outside to take trash out. I saw above my neighbor's house 2 bright  orange balls moving together slowly one in front of the oth	11/06/2014
11/03/2014 20:00:00	Cottonwood	AZ	Light	3 minutes	Extremely bright lights (2) fluctuating downward, and 5 + times brighter  than an plane (AND SILENT). Low Level Flight pattern.	11/26/14
11/03/2014 19:20:00	Berlin	NJ	Unknown	10 minutes	Bright white pulsating light in the night sky with red and green blinking  lights underneath.	11/14/14
11/03/2014 18:30:00	Watkinsville	GA	Other	3 seconds	We saw a brief flash near the horizon.	11/06/2014
11/03/2014 18:20:00	Jeffersonville	IN	Triangle	5 seconds	UFO seen traveling east on I-265, while driving home from work. Very  triagular shaped object. Blue and green in color. Passed my line o	11/06/2014
11/03/2014 18:20:00	Durham	NC	Sphere	5-6 seconds	Rapidly descending sparking fireball, seen over the course of several  seconds	11/06/2014
11/03/2014 18:20:00	Kennesaw	GA	Light	3 seconds	Intense white ORB moving parallel to ground at constant speed spotted in  Kennesaw, Georgia, moving parallel to highway.	11/06/2014
11/03/2014 17:50:00	Eurodisney/Marne La Vallée (France)		Formation	1 minute	Formation of UFOs in the sky during Disney Parade at Eurodisney.	11/06/2014
11/03/2014 10:00:00	Lorman	MS	Fireball	1-3 seconds	Bright streak of light fast moving started small went out at largest size.	11/06/2014
11/03/2014 8:45:00	Whitecourt (Canada)	AB	Light	10 minutes	Bright white, red and green light over whitecourt, ab	11/14/14
11/03/2014 2:40:00	Oxnard	CA	Sphere	2 minutes	Nighttime BIG orange glowing orb sphere that slowly disappeared into the  ocean.	11/06/2014
11/03/2014 1:30:00	Keyser	WV	Fireball	5 minutes	West Virginia man sees strange orange object in the night sky	11/06/2014
11/03/2014 0:05:00	Milner	GA	Disk	1 hour	Disk-shaped red green lights turning on a dime saw a bean of lights across  the str	11/06/2014
11/02/2014 23:00:00	Cranbury/East Windsor	NJ	Diamond	2 hours	Multitude of diamond shaped crafts appearing miraculously in the sky	11/06/2014
11/02/2014 23:00:00	Robertsdale	AL	Light	30 minutes	I could not explain it, and wondering if anyone else saw it.	11/06/2014
11/02/2014 23:00:00	Churubuaco	IN	Other	2 seconds	Very loud boom heard all over the city. Woke a lot of people up. Describe  as very loud boom and noise shook the structure they were sta	11/06/2014
11/02/2014 19:00:00	Bellevue	WA	Changing	10 minutes	((HOAX??)) Multiple (5+?) Unidentified aerial phenomenon in Bellevue, WA.	12/22/14
11/02/2014 19:00:00	Matthews	NC	Formation	5-10 minutes	50+ orbs in a pattern low flight. Police took image from phone. I have  pictures.	11/06/2014
11/02/2014 19:00:00	Janesville	WI	Light		Triangle shaped craft lights red green and blue.	11/06/2014
11/02/2014 18:03:00	Phoenix	AZ	Unknown	8.51 minutes	Red and green light hovering changed directions instantly.	11/06/2014
11/02/2014 16:12:00	Troy	OH	Circle	30 seconds	2 bright lights turned in circular motion then vanished.	11/06/2014
11/02/2014 15:30:00	Olathe	KS	Sphere	30 minutes	I just want to know what it was. See the pics.	11/06/2014
11/02/2014 12:30:00	Weston	CT	Sphere	1 second	Bright yellowish sphere cut across sky extrememly fast at what appeared to  by a very low altitude. I only saw the orb for a second befo	11/06/2014
11/02/2014 8:20:00	Petersburg	KY	Circle	?	Huge orb like object in picture not visable to naked eye.	11/06/2014
11/02/2014 5:30:00	Park Rapids	MN	Light	20 minutes	Flash of light on clear sky heading north from south. Very fast. Minutes  later 12 different flocks of birds flying in the same path.	11/06/2014
11/02/2014 4:58:00	Allentown	PA	Circle	10 seconds	Vanishing lights	11/06/2014
11/02/2014 1:30:00	Venice	CA	Chevron	1 minute	2 objects - both 5-7 lighst each in a chevron shape - flying slowly with no  noise - three times faster than a DJI drone	11/06/2014
11/02/2014 1:30:00	Oakland	CA	Oval	10 minutes	Glowing flame like red object.	11/06/2014
11/02/2014 1:00:00	South Bend	IN	Teardrop	3 minutes	Multiple crafts illuminated with white and gray light	11/06/2014
11/01/2014 22:45:00	Spring Hill	FL	Fireball	2 minutes	Flame looking object.	11/06/2014
11/01/2014 22:45:00	Bangalore (India)		Triangle	5-8 minutes	Unusual Intense Lights in Triangle formation and a dark triangular object  in the in Bangalore, India on first nov 2014	11/06/2014
11/01/2014 22:35:00	Simi Valley	CA	Fireball	10 minutes	Red fireball floating in sky.	11/06/2014
11/01/2014 22:30:00	Simpsonville	SC	Rectangle	0:01:00	It literally looked like a roundish rectangular loaf of bread flying  through the sky.	11/06/2014
11/01/2014 22:20:00	Troy	OH	Formation	3 minutes	((HOAX??)) A stream of ten lights hovering above the city for about three  minutes.	11/06/2014
11/01/2014 22:00:00	Sheridan	WY	Sphere	Less than one half hour.	Two U.F.O observed first. Then Three , Then more. Six in total. Had to have  been Space Craft with all of the manuevers.	11/06/2014
11/01/2014 22:00:00	Onaway	MI	Light	30 seconds	Stationary bright object that immediately caught my eye as I stepped out  the door.	11/14/14
11/01/2014 20:12:00	Chicago Heights	IL	Light	~5 minutes	My sister called me and told me to immediately go outside and look in the  sky. I watched dozens of Orange lights travel from north to s	11/06/2014
11/01/2014 18:40:00	San Diego	CA	Teardrop	15-20 seconds	Blue/green light changed to white, and then red. Made hairpin 90 degree  turns without slowing down.	11/06/2014
11/01/2014 17:00:00	Bloomingdale	IL	Light	1-2 minutes	Three lights, 2 bright then grew dim. All disappeared.	11/06/2014
11/01/2014 12:00:00	Glenwood Springs	CO	Other	5 minutes	2 large military bomber like aircraft banking between and below mountain  ranges, extremely low flight pattern, flying due west.	11/06/2014
11/01/2014 11:30:00	Winona	MN		10 seconds	A bright light appeared shining through our window, then down at our floor  and then in the opposite direction towards our closet. The m	11/06/2014
11/01/2014 10:30:00	Owensboro	KY	Fireball	15 minutes	Fireballs were over Owensboro, KY, late last night at 10:30 p.m..	11/06/2014
11/01/2014 10:00:00	Greenbrier	AR	Circle	1 minute	Silver ball like object that vanished into thin air.	11/06/2014
11/01/2014 6:45:00	Holland	TX	Circle	8 seconds	On the morning of Sat., November 1st, 2014, between 6:40 am and 6:45 am, I  was traveling south in Texas highway 95.	11/06/2014
11/01/2014 6:40:00	Sulphur Springs	TX	Oval	10-15 seconds	Deer hunt spoiled by sudden appearance of 3 bright lights, surrounded by a  dim amber ring of light.	11/06/2014
11/01/2014 6:30:00	Chattanooga	TN	Unknown	3	Driving S on Browns Ferry Rd., before Browns Ferry Landing, I noticed to my  right a plane flying about 2000ft over Raccon Mountain.	12/05/2014
11/01/2014 5:30:00	Laconia	NH	Unknown	10 minutes	unusual sound like a large invisible object rising from the ground into the  sky;disturbed all dogs in neighborhood	11/14/14
11/01/2014 3:50:00	Madison	WI	Light	10 seconds	As I was driving towards Madison, WI, I noticed a light moving across the  sky. It was just one single light, moving fast.	11/06/2014
11/01/2014 3:00:00	Gainesville	FL	Light	20 minutes	Saw what a hovering obj. making a almost purring noise.Multiple colored  bright lights shined directly into the window of our apartmen	11/06/2014
11/01/2014 1:20:00	San Marcos	TX	Chevron	~30 seconds	Chevron shaped object with rounded ends and internal glow flies over Texas  City.	12/22/14
